<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
IMOEX;1;26/04/21;102300;3609.7200000;3609.7200000;3608.5200000;3608.5600000;287861153
IMOEX;1;26/04/21;102400;3609.3100000;3609.4400000;3608.4100000;3608.6700000;427808468
IMOEX;1;26/04/21;102500;3609.0000000;3609.5700000;3608.9300000;3608.9300000;243090774
IMOEX;1;26/04/21;102600;3609.2100000;3609.2100000;3607.1300000;3609.1000000;371475340
IMOEX;1;26/04/21;102700;3609.1500000;3609.1500000;3608.3800000;3609.0500000;167650778
IMOEX;1;26/04/21;102800;3609.8300000;3611.4200000;3609.8300000;3610.9200000;288711118
IMOEX;1;26/04/21;102900;3611.2100000;3612.2100000;3611.2100000;3611.8800000;270850040
IMOEX;1;26/04/21;103000;3612.2100000;3612.4000000;3611.1800000;3611.2900000;299487622
IMOEX;1;26/04/21;103100;3611.1500000;3611.8900000;3610.7800000;3610.9600000;308128614
IMOEX;1;26/04/21;103200;3610.2700000;3610.4800000;3608.9900000;3609.0900000;246477730
IMOEX;1;26/04/21;103300;3608.5700000;3610.0200000;3608.5700000;3609.6200000;297305459
IMOEX;1;26/04/21;103400;3609.2600000;3610.0300000;3608.8400000;3609.2300000;198222803
IMOEX;1;26/04/21;103500;3608.7900000;3608.7900000;3607.1700000;3607.2600000;288639985
IMOEX;1;26/04/21;103600;3607.5800000;3608.1800000;3607.4300000;3607.6500000;306233367
IMOEX;1;26/04/21;103700;3607.3500000;3607.5900000;3606.1400000;3606.9200000;247266330
IMOEX;1;26/04/21;103800;3606.4600000;3606.4700000;3605.4100000;3605.4100000;242956709
IMOEX;1;26/04/21;103900;3605.0700000;3606.6100000;3604.7200000;3606.6100000;264256222
IMOEX;1;26/04/21;104000;3606.4500000;3606.7800000;3605.5600000;3605.5600000;267004653
IMOEX;1;26/04/21;104100;3605.5400000;3608.1600000;3605.5400000;3608.1600000;603255709
IMOEX;1;26/04/21;104200;3608.1900000;3609.3300000;3608.1900000;3608.7200000;320342190
IMOEX;1;26/04/21;104300;3608.8300000;3609.0500000;3608.4300000;3608.5900000;158276747
IMOEX;1;26/04/21;104400;3608.6500000;3608.6500000;3607.8100000;3608.2300000;203072660
IMOEX;1;26/04/21;104500;3608.1900000;3608.9200000;3608.0000000;3608.9200000;168154303
IMOEX;1;26/04/21;104600;3608.9300000;3608.9500000;3608.0700000;3608.5600000;250498035
IMOEX;1;26/04/21;104700;3608.6700000;3608.6700000;3607.2700000;3607.3200000;177792936
IMOEX;1;26/04/21;104800;3607.5000000;3607.5000000;3605.9500000;3606.3300000;227858582
IMOEX;1;26/04/21;104900;3606.2600000;3606.2600000;3605.8400000;3605.9300000;210182158
IMOEX;1;26/04/21;105000;3605.7900000;3606.3400000;3605.0800000;3605.0800000;199290723
IMOEX;1;26/04/21;105100;3605.5500000;3605.5500000;3604.3800000;3605.1700000;269242877
IMOEX;1;26/04/21;105200;3604.6800000;3605.0200000;3604.0300000;3604.9700000;152762358
IMOEX;1;26/04/21;105300;3605.4400000;3605.9700000;3605.1200000;3605.5600000;155792941
IMOEX;1;26/04/21;105400;3605.8600000;3605.8600000;3603.5400000;3603.5400000;248002329
IMOEX;1;26/04/21;105500;3603.5000000;3603.9500000;3602.1700000;3602.1700000;231032843
IMOEX;1;26/04/21;105600;3602.2300000;3603.6400000;3602.2300000;3602.9700000;178016329
IMOEX;1;26/04/21;105700;3603.4100000;3603.4900000;3602.7400000;3602.7900000;139850276
IMOEX;1;26/04/21;105800;3602.8200000;3603.1900000;3602.7100000;3602.8200000;108895619
IMOEX;1;26/04/21;105900;3602.8900000;3603.8100000;3602.2600000;3603.3200000;216798638
IMOEX;1;26/04/21;110000;3603.1900000;3603.2500000;3602.5700000;3602.7900000;136190039
IMOEX;1;26/04/21;110100;3602.8600000;3603.8500000;3602.8600000;3603.5800000;182534707
IMOEX;1;26/04/21;110200;3603.7800000;3604.1800000;3603.0600000;3603.0600000;128257346
IMOEX;1;26/04/21;110300;3602.8600000;3602.9500000;3601.7800000;3601.8600000;205964925
IMOEX;1;26/04/21;110400;3602.0200000;3602.5500000;3601.7300000;3602.3600000;151289490
IMOEX;1;26/04/21;110500;3601.5200000;3602.0500000;3599.9700000;3599.9700000;239294952
IMOEX;1;26/04/21;110600;3600.1600000;3600.1600000;3597.9200000;3598.3400000;438305141
IMOEX;1;26/04/21;110700;3598.2000000;3599.4600000;3598.0600000;3599.1600000;263396334
IMOEX;1;26/04/21;110800;3599.1500000;3599.5400000;3598.4800000;3598.9200000;239577683
IMOEX;1;26/04/21;110900;3598.8100000;3599.0200000;3598.3800000;3598.3800000;213002061
IMOEX;1;26/04/21;111000;3598.3000000;3598.4900000;3597.1100000;3598.3900000;441516243
IMOEX;1;26/04/21;111100;3599.0000000;3600.0500000;3598.1900000;3598.2500000;224609260
IMOEX;1;26/04/21;111200;3597.7300000;3598.4900000;3597.6000000;3598.3600000;111967078
IMOEX;1;26/04/21;111300;3598.2900000;3598.4200000;3597.8400000;3598.3200000;260658707
