<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
IMOEX;1;27/04/21;121500;3623.8400000;3624.0300000;3622.4000000;3622.6100000;127635666
IMOEX;1;27/04/21;121600;3622.5000000;3622.5000000;3621.3500000;3621.3900000;126182061
IMOEX;1;27/04/21;121700;3621.8800000;3622.4600000;3621.8800000;3622.4600000;103069936
IMOEX;1;27/04/21;121800;3622.1100000;3622.6900000;3622.0100000;3622.1900000;97627664
IMOEX;1;27/04/21;121900;3622.3100000;3623.6200000;3622.2800000;3623.2400000;112865921
IMOEX;1;27/04/21;122000;3622.9300000;3623.2400000;3622.9300000;3623.0700000;59433165
IMOEX;1;27/04/21;122100;3623.2800000;3624.6800000;3623.0600000;3624.6200000;177681216
IMOEX;1;27/04/21;122200;3624.6300000;3624.7800000;3624.1900000;3624.7800000;99855483
IMOEX;1;27/04/21;122300;3624.3300000;3624.6100000;3624.0700000;3624.2800000;90239427
IMOEX;1;27/04/21;122400;3624.0300000;3624.6600000;3624.0300000;3624.2400000;76275341
IMOEX;1;27/04/21;122500;3624.3500000;3624.3500000;3622.5300000;3622.5300000;177094511
IMOEX;1;27/04/21;122600;3622.4300000;3622.6300000;3621.6800000;3622.6300000;160892645
IMOEX;1;27/04/21;122700;3622.7200000;3622.7200000;3621.2700000;3621.3300000;71900076
IMOEX;1;27/04/21;122800;3621.5600000;3623.2900000;3621.5600000;3623.0100000;367731944
IMOEX;1;27/04/21;122900;3622.8500000;3622.8500000;3622.4700000;3622.5700000;109364150
IMOEX;1;27/04/21;123000;3622.7100000;3623.2700000;3622.6500000;3623.1300000;125267175
IMOEX;1;27/04/21;123100;3623.2900000;3623.3300000;3622.8700000;3623.2200000;179704253
IMOEX;1;27/04/21;123200;3623.2200000;3623.2200000;3622.2300000;3622.7700000;169444230
IMOEX;1;27/04/21;123300;3622.4200000;3622.8400000;3622.3100000;3622.7800000;137742821
IMOEX;1;27/04/21;123400;3622.7800000;3623.6000000;3622.7800000;3623.3300000;87092953
IMOEX;1;27/04/21;123500;3623.5400000;3626.1200000;3623.5400000;3626.1200000;410027636
IMOEX;1;27/04/21;123600;3626.5300000;3626.5300000;3625.7900000;3625.7900000;394338672
IMOEX;1;27/04/21;123700;3625.7900000;3626.2500000;3625.3500000;3626.2000000;144205476
IMOEX;1;27/04/21;123800;3626.0500000;3626.3300000;3625.6700000;3625.7100000;86934175
IMOEX;1;27/04/21;123900;3625.5600000;3626.0700000;3625.0300000;3625.6300000;184704307
IMOEX;1;27/04/21;124000;3625.7700000;3626.0100000;3625.3900000;3625.9600000;130252857
IMOEX;1;27/04/21;124100;3626.0900000;3626.2900000;3625.8700000;3626.2000000;98354315
IMOEX;1;27/04/21;124200;3626.4900000;3626.8900000;3626.4900000;3626.6100000;147504033
IMOEX;1;27/04/21;124300;3626.3900000;3626.5000000;3626.1200000;3626.5000000;144640007
IMOEX;1;27/04/21;124400;3626.2500000;3626.4800000;3626.1000000;3626.2700000;101824751
IMOEX;1;27/04/21;124500;3626.0900000;3626.0900000;3624.7000000;3624.7000000;139037365
IMOEX;1;27/04/21;124600;3624.9200000;3625.5000000;3624.0900000;3624.5000000;115564143
IMOEX;1;27/04/21;124700;3624.8100000;3624.9400000;3624.5600000;3624.8000000;117146643
IMOEX;1;27/04/21;124800;3624.7100000;3626.4400000;3624.7100000;3625.7800000;795085276
IMOEX;1;27/04/21;124900;3626.0300000;3626.1200000;3625.4100000;3625.5200000;181876503
IMOEX;1;27/04/21;125000;3625.7500000;3625.8800000;3625.5600000;3625.6900000;134538560
IMOEX;1;27/04/21;125100;3625.7000000;3625.7000000;3623.8400000;3623.9200000;321090671
IMOEX;1;27/04/21;125200;3623.9000000;3624.1700000;3623.2200000;3623.2900000;225348235
IMOEX;1;27/04/21;125300;3623.2900000;3624.7300000;3623.2600000;3624.7300000;152815612
IMOEX;1;27/04/21;125400;3624.5200000;3624.5200000;3623.9300000;3624.1900000;153892007
IMOEX;1;27/04/21;125500;3624.0900000;3624.5400000;3623.9200000;3624.0700000;96346437
IMOEX;1;27/04/21;125600;3623.9200000;3624.4400000;3623.9200000;3624.2400000;114147884
IMOEX;1;27/04/21;125700;3624.1200000;3625.2100000;3624.1200000;3624.9500000;133744695
IMOEX;1;27/04/21;125800;3624.8600000;3625.1600000;3624.7400000;3624.7400000;180578493
IMOEX;1;27/04/21;125900;3624.9200000;3624.9200000;3624.5000000;3624.8700000;109591230
IMOEX;1;27/04/21;130000;3624.7600000;3625.0500000;3624.4600000;3624.4600000;73756905
IMOEX;1;27/04/21;130100;3624.5200000;3625.8100000;3624.3800000;3625.7800000;137305048
IMOEX;1;27/04/21;130200;3625.9200000;3626.9100000;3625.9200000;3626.8800000;100639584
IMOEX;1;27/04/21;130300;3626.4400000;3626.5200000;3624.1900000;3624.1900000;165399688
IMOEX;1;27/04/21;130400;3624.2600000;3624.6400000;3624.2600000;3624.2700000;157450648
IMOEX;1;27/04/21;130500;3624.3700000;3624.4100000;3623.8200000;3623.8800000;85015574
IMOEX;1;27/04/21;130600;3623.8500000;3624.2700000;3623.8500000;3624.2700000;100678563
IMOEX;1;27/04/21;130700;3624.1300000;3624.2100000;3623.8600000;3624.1900000;171503147
IMOEX;1;27/04/21;130800;3624.1100000;3624.7300000;3624.0400000;3624.2800000;81681072
IMOEX;1;27/04/21;130900;3624.3700000;3624.6000000;3624.2100000;3624.2100000;65903354
IMOEX;1;27/04/21;131000;3624.4500000;3624.7300000;3624.4100000;3624.4100000;54945440
IMOEX;1;27/04/21;131100;3624.7200000;3625.4900000;3624.7200000;3625.3200000;246666595
IMOEX;1;27/04/21;131200;3625.4900000;3625.7300000;3625.4200000;3625.6900000;151626408
IMOEX;1;27/04/21;131300;3625.7600000;3626.8300000;3625.7500000;3626.5900000;127536099
IMOEX;1;27/04/21;131400;3626.6300000;3626.8300000;3626.0800000;3626.0800000;104501107
IMOEX;1;27/04/21;131500;3626.4800000;3627.4500000;3626.2100000;3627.3900000;200048261
IMOEX;1;27/04/21;131600;3627.3100000;3627.3100000;3625.9400000;3626.3800000;135779772
IMOEX;1;27/04/21;131700;3626.3300000;3626.4900000;3626.0600000;3626.2900000;87575024
IMOEX;1;27/04/21;131800;3626.0000000;3626.1400000;3625.7300000;3625.9100000;88532367
IMOEX;1;27/04/21;131900;3625.7800000;3626.0800000;3625.1900000;3625.8900000;128489313
IMOEX;1;27/04/21;132000;3625.8600000;3625.9500000;3624.0400000;3624.9100000;187621994
IMOEX;1;27/04/21;132100;3624.9900000;3625.4100000;3624.7100000;3625.4100000;111346966
IMOEX;1;27/04/21;132200;3625.4300000;3626.3900000;3625.4300000;3626.3900000;230382084
IMOEX;1;27/04/21;132300;3626.2900000;3626.4200000;3625.8800000;3626.2000000;71613143
IMOEX;1;27/04/21;132400;3626.4000000;3626.4800000;3625.9400000;3625.9400000;79838889
IMOEX;1;27/04/21;132500;3625.9300000;3626.0100000;3625.5500000;3625.5700000;92440146
IMOEX;1;27/04/21;132600;3625.4400000;3625.4400000;3624.8200000;3625.1100000;123953655
IMOEX;1;27/04/21;132700;3624.9900000;3625.1400000;3624.7300000;3624.9300000;148550714
IMOEX;1;27/04/21;132800;3625.0000000;3625.2200000;3624.4300000;3625.1200000;116921547
IMOEX;1;27/04/21;132900;3625.2300000;3625.2300000;3624.9300000;3625.0600000;74352022
IMOEX;1;27/04/21;133000;3625.0700000;3625.5500000;3624.9400000;3625.5500000;140668529
IMOEX;1;27/04/21;133100;3625.3600000;3625.6300000;3625.3100000;3625.3600000;123149921
IMOEX;1;27/04/21;133200;3625.4100000;3625.7900000;3625.1500000;3625.6200000;130510836
IMOEX;1;27/04/21;133300;3625.7000000;3625.8500000;3624.9000000;3625.0400000;103714776
IMOEX;1;27/04/21;133400;3625.1500000;3625.2200000;3624.9400000;3625.1800000;91296980
IMOEX;1;27/04/21;133500;3625.3000000;3625.3000000;3623.2500000;3623.8600000;144444205
IMOEX;1;27/04/21;133600;3623.8200000;3623.9000000;3623.4400000;3623.7500000;95191713
IMOEX;1;27/04/21;133700;3623.7700000;3624.6800000;3623.7700000;3624.5400000;104344922
IMOEX;1;27/04/21;133800;3624.4700000;3624.7800000;3624.0200000;3624.7400000;94157342
IMOEX;1;27/04/21;133900;3624.9500000;3625.0200000;3624.6200000;3624.9300000;55871282
IMOEX;1;27/04/21;134000;3624.9200000;3625.2300000;3624.8100000;3625.1000000;89033403
IMOEX;1;27/04/21;134100;3625.7600000;3625.7800000;3624.9600000;3625.0700000;112031579
IMOEX;1;27/04/21;134200;3625.3800000;3625.7900000;3625.3800000;3625.6300000;123956333
IMOEX;1;27/04/21;134300;3625.6700000;3625.6800000;3624.6700000;3624.7600000;184142773
IMOEX;1;27/04/21;134400;3624.7800000;3625.2500000;3624.5800000;3625.2500000;122644769
IMOEX;1;27/04/21;134500;3625.2200000;3625.4200000;3625.1400000;3625.1600000;49508696
IMOEX;1;27/04/21;134600;3625.2900000;3626.0300000;3625.0300000;3625.3300000;136650969
IMOEX;1;27/04/21;134700;3625.4600000;3625.4600000;3624.0100000;3624.4300000;166898052
IMOEX;1;27/04/21;134800;3624.5500000;3624.8900000;3624.1600000;3624.8600000;53096757
IMOEX;1;27/04/21;134900;3624.9100000;3625.1600000;3624.5600000;3625.1600000;36927481
IMOEX;1;27/04/21;135000;3625.0200000;3625.0200000;3624.5600000;3624.5600000;63695544
IMOEX;1;27/04/21;135100;3624.8500000;3625.2400000;3624.5700000;3624.6900000;159057335
IMOEX;1;27/04/21;135200;3624.5700000;3624.8000000;3624.2100000;3624.3000000;57103628
IMOEX;1;27/04/21;135300;3624.2700000;3624.3800000;3623.7500000;3624.1300000;125273130
IMOEX;1;27/04/21;135400;3623.9200000;3625.0100000;3623.9200000;3624.8500000;106837981
IMOEX;1;27/04/21;135500;3624.6700000;3624.7100000;3623.9700000;3624.6500000;89525021
IMOEX;1;27/04/21;135600;3624.8700000;3624.8700000;3623.9800000;3624.5600000;79645347
IMOEX;1;27/04/21;135700;3624.5300000;3624.8500000;3624.1000000;3624.8500000;124673154
IMOEX;1;27/04/21;135800;3624.8900000;3626.2500000;3624.6100000;3625.8700000;105464188
IMOEX;1;27/04/21;135900;3625.8200000;3626.0900000;3625.4800000;3625.8500000;115041405
IMOEX;1;27/04/21;140000;3625.6700000;3625.7400000;3625.4400000;3625.5600000;66315230
IMOEX;1;27/04/21;140100;3625.5800000;3626.1200000;3625.5800000;3625.8700000;76957181
IMOEX;1;27/04/21;140200;3625.9300000;3626.0400000;3625.6800000;3625.9800000;87805911
IMOEX;1;27/04/21;140300;3625.7100000;3626.0100000;3625.6500000;3625.8100000;68889712
IMOEX;1;27/04/21;140400;3625.7600000;3625.8700000;3625.3500000;3625.5900000;47537812
IMOEX;1;27/04/21;140500;3625.4600000;3625.9700000;3625.4000000;3625.5000000;172618069
IMOEX;1;27/04/21;140600;3625.1300000;3625.3400000;3624.4900000;3624.5800000;107851518
IMOEX;1;27/04/21;140700;3624.1800000;3624.1800000;3623.5800000;3623.7400000;93862519
IMOEX;1;27/04/21;140800;3623.6100000;3623.9800000;3623.3800000;3623.5400000;229221515
IMOEX;1;27/04/21;140900;3623.3200000;3623.6800000;3623.3200000;3623.6200000;53192244
IMOEX;1;27/04/21;141000;3623.8900000;3623.9800000;3623.2600000;3623.2600000;91513754
IMOEX;1;27/04/21;141100;3623.2700000;3623.2700000;3622.8400000;3623.0400000;180645030
IMOEX;1;27/04/21;141200;3623.1400000;3623.1400000;3622.7200000;3622.9500000;43810499
IMOEX;1;27/04/21;141300;3622.9600000;3622.9800000;3622.5000000;3622.9000000;134587964
IMOEX;1;27/04/21;141400;3622.9700000;3623.1100000;3622.8700000;3623.0100000;59512665
IMOEX;1;27/04/21;141500;3623.0600000;3623.3100000;3622.9500000;3623.1500000;102015368
IMOEX;1;27/04/21;141600;3622.9900000;3623.0200000;3622.6400000;3622.9200000;101775173
IMOEX;1;27/04/21;141700;3622.8000000;3623.3400000;3622.8000000;3623.2600000;118700723
IMOEX;1;27/04/21;141800;3623.2000000;3623.4000000;3623.2000000;3623.3500000;97102295
IMOEX;1;27/04/21;141900;3623.2200000;3623.4800000;3623.2200000;3623.2500000;55140500
IMOEX;1;27/04/21;142000;3623.1800000;3623.1800000;3622.3900000;3622.3900000;249655383
IMOEX;1;27/04/21;142100;3622.3000000;3623.3000000;3622.3000000;3623.3000000;157231651
IMOEX;1;27/04/21;142200;3623.3700000;3623.3700000;3622.3400000;3622.3400000;101583005
IMOEX;1;27/04/21;142300;3622.4000000;3622.6200000;3622.2100000;3622.4900000;77658751
IMOEX;1;27/04/21;142400;3622.5200000;3622.7300000;3622.4200000;3622.7300000;53214119
IMOEX;1;27/04/21;142500;3622.4900000;3622.6000000;3622.2600000;3622.2600000;65337977
IMOEX;1;27/04/21;142600;3622.3300000;3623.1800000;3622.3300000;3623.1800000;62802605
IMOEX;1;27/04/21;142700;3623.0200000;3623.1300000;3622.8200000;3623.0600000;100093315
IMOEX;1;27/04/21;142800;3622.8100000;3623.1400000;3622.4900000;3622.6500000;126233484
IMOEX;1;27/04/21;142900;3622.6600000;3623.0700000;3622.5800000;3623.0300000;88976580
IMOEX;1;27/04/21;143000;3623.0600000;3623.4200000;3622.9600000;3623.4200000;53530680
IMOEX;1;27/04/21;143100;3623.3400000;3624.4300000;3623.3100000;3624.2000000;113420391
IMOEX;1;27/04/21;143200;3624.1200000;3624.1900000;3623.6300000;3623.8400000;136099149
IMOEX;1;27/04/21;143300;3623.8200000;3625.0600000;3623.6000000;3625.0600000;149981048
IMOEX;1;27/04/21;143400;3624.9700000;3625.0600000;3624.7300000;3624.8500000;92210398
IMOEX;1;27/04/21;143500;3624.7300000;3625.1100000;3624.7300000;3625.0000000;109853996
IMOEX;1;27/04/21;143600;3625.1200000;3625.1700000;3624.1100000;3624.4800000;117912298
IMOEX;1;27/04/21;143700;3624.5400000;3624.6100000;3624.3300000;3624.4700000;58043353
IMOEX;1;27/04/21;143800;3624.5500000;3624.7900000;3624.5100000;3624.7700000;41170889
IMOEX;1;27/04/21;143900;3624.7000000;3625.4900000;3624.5300000;3625.1600000;78834583
IMOEX;1;27/04/21;144000;3625.0500000;3625.3300000;3624.9900000;3625.0100000;90761555
IMOEX;1;27/04/21;144100;3624.9700000;3625.1900000;3624.1000000;3624.1200000;196934776
IMOEX;1;27/04/21;144200;3624.0000000;3624.0000000;3623.3500000;3623.4900000;149604973
IMOEX;1;27/04/21;144300;3623.2700000;3623.3000000;3623.0000000;3623.0000000;85590455
IMOEX;1;27/04/21;144400;3623.0000000;3623.0000000;3622.5300000;3622.5300000;82973119
IMOEX;1;27/04/21;144500;3622.6300000;3622.6600000;3622.2900000;3622.6600000;170305165
IMOEX;1;27/04/21;144600;3622.6200000;3622.6200000;3621.9600000;3622.0800000;133361360
IMOEX;1;27/04/21;144700;3622.3200000;3622.3200000;3621.8900000;3621.9400000;239824123
IMOEX;1;27/04/21;144800;3621.7700000;3621.8400000;3621.5900000;3621.6500000;102341800
IMOEX;1;27/04/21;144900;3621.6700000;3622.0400000;3621.6700000;3621.9900000;50875889
IMOEX;1;27/04/21;145000;3621.9300000;3621.9300000;3621.4600000;3621.6600000;55881671
IMOEX;1;27/04/21;145100;3621.5300000;3621.6200000;3620.6300000;3620.6300000;184614526
IMOEX;1;27/04/21;145200;3620.5100000;3620.6200000;3620.0700000;3620.0700000;172572619
IMOEX;1;27/04/21;145300;3619.9600000;3620.1900000;3619.9400000;3620.1300000;228421259
IMOEX;1;27/04/21;145400;3620.2000000;3620.6400000;3620.1700000;3620.3900000;89474001
IMOEX;1;27/04/21;145500;3620.2700000;3620.6000000;3620.2300000;3620.4600000;69134745
IMOEX;1;27/04/21;145600;3620.4400000;3621.1800000;3620.4400000;3621.0600000;55574042
IMOEX;1;27/04/21;145700;3621.1900000;3621.2000000;3620.8500000;3620.9900000;43149078
IMOEX;1;27/04/21;145800;3621.0200000;3621.1400000;3620.8900000;3621.1400000;104024813
IMOEX;1;27/04/21;145900;3621.1600000;3621.4200000;3621.1000000;3621.3200000;78461079
IMOEX;1;27/04/21;150000;3621.2400000;3621.2600000;3620.9600000;3621.0900000;53745652
IMOEX;1;27/04/21;150100;3620.9000000;3620.9700000;3620.4900000;3620.9700000;75476756
IMOEX;1;27/04/21;150200;3620.5300000;3620.5300000;3620.2700000;3620.2700000;69041489
IMOEX;1;27/04/21;150300;3620.2600000;3620.4500000;3620.0500000;3620.4500000;87495494
IMOEX;1;27/04/21;150400;3620.3400000;3620.5600000;3620.1800000;3620.1800000;69457498
IMOEX;1;27/04/21;150500;3620.1800000;3620.1800000;3619.4300000;3619.4300000;261653568
IMOEX;1;27/04/21;150600;3619.1400000;3619.8500000;3619.1400000;3619.2700000;137802218
IMOEX;1;27/04/21;150700;3619.3600000;3620.0500000;3619.3300000;3620.0500000;52241164
IMOEX;1;27/04/21;150800;3619.7400000;3620.3500000;3619.7400000;3620.1000000;97182300
IMOEX;1;27/04/21;150900;3619.9500000;3619.9500000;3619.4200000;3619.6100000;39507218
IMOEX;1;27/04/21;151000;3619.5100000;3619.6200000;3619.4300000;3619.5000000;75506681
IMOEX;1;27/04/21;151100;3619.4300000;3619.5400000;3619.3200000;3619.5100000;96493710
IMOEX;1;27/04/21;151200;3619.1300000;3619.4300000;3618.9600000;3619.1100000;115553786
IMOEX;1;27/04/21;151300;3619.1200000;3620.2100000;3619.0000000;3620.2100000;169587058
IMOEX;1;27/04/21;151400;3619.9500000;3620.6800000;3619.9500000;3620.4000000;140827958
IMOEX;1;27/04/21;151500;3620.2900000;3620.2900000;3619.8400000;3620.0000000;84703420
IMOEX;1;27/04/21;151600;3620.0100000;3620.4600000;3620.0100000;3620.3200000;102864605
IMOEX;1;27/04/21;151700;3620.1800000;3620.5100000;3619.3600000;3620.3000000;112823081
IMOEX;1;27/04/21;151800;3620.2700000;3621.0100000;3620.2700000;3620.6000000;130749833
IMOEX;1;27/04/21;151900;3620.7600000;3620.7800000;3620.4800000;3620.6600000;41315187
IMOEX;1;27/04/21;152000;3620.2000000;3620.2200000;3619.4900000;3619.5900000;78057892
IMOEX;1;27/04/21;152100;3619.5100000;3620.1600000;3619.5100000;3619.8200000;123151712
IMOEX;1;27/04/21;152200;3619.6500000;3619.8300000;3619.4100000;3619.7000000;71149068
IMOEX;1;27/04/21;152300;3619.1400000;3619.6000000;3619.1400000;3619.5200000;142025376
IMOEX;1;27/04/21;152400;3619.4600000;3619.7000000;3619.2100000;3619.2400000;88685665
IMOEX;1;27/04/21;152500;3619.3400000;3619.3400000;3618.8500000;3618.8500000;72222234
IMOEX;1;27/04/21;152600;3618.8700000;3618.9700000;3618.6500000;3618.7200000;160593159
IMOEX;1;27/04/21;152700;3618.6800000;3619.0000000;3618.5100000;3618.9600000;84336072
IMOEX;1;27/04/21;152800;3619.0900000;3619.2000000;3618.9500000;3619.0900000;52213076
IMOEX;1;27/04/21;152900;3619.5400000;3620.5100000;3619.0900000;3620.5100000;112281687
IMOEX;1;27/04/21;153000;3620.5100000;3620.9300000;3620.5100000;3620.8300000;116712332
IMOEX;1;27/04/21;153100;3620.5900000;3620.7600000;3620.1800000;3620.5800000;94566561
IMOEX;1;27/04/21;153200;3620.4500000;3621.4200000;3620.3900000;3621.4200000;190096297
IMOEX;1;27/04/21;153300;3621.6200000;3622.0700000;3621.3700000;3621.7400000;191755184
IMOEX;1;27/04/21;153400;3621.5800000;3621.7800000;3620.6700000;3621.4100000;169759516
IMOEX;1;27/04/21;153500;3621.6600000;3621.7400000;3620.6000000;3620.6000000;128829739
IMOEX;1;27/04/21;153600;3620.7400000;3621.2500000;3620.4200000;3620.4200000;135762431
IMOEX;1;27/04/21;153700;3620.9400000;3621.3500000;3620.5500000;3621.1900000;101079319
IMOEX;1;27/04/21;153800;3621.3400000;3621.3400000;3620.9300000;3621.1200000;106414604
IMOEX;1;27/04/21;153900;3621.1100000;3621.1300000;3620.2700000;3620.2700000;77459595
IMOEX;1;27/04/21;154000;3620.3200000;3620.4900000;3620.1900000;3620.2100000;59685079
IMOEX;1;27/04/21;154100;3620.3200000;3620.9900000;3620.3200000;3620.9400000;101960016
IMOEX;1;27/04/21;154200;3620.8300000;3620.8300000;3620.4400000;3620.4600000;79746831
IMOEX;1;27/04/21;154300;3620.4200000;3620.5900000;3619.7100000;3619.9300000;123356201
IMOEX;1;27/04/21;154400;3620.8000000;3620.8000000;3620.2600000;3620.4000000;161770310
IMOEX;1;27/04/21;154500;3620.4400000;3620.4400000;3619.9100000;3619.9200000;142067665
IMOEX;1;27/04/21;154600;3619.8900000;3620.0300000;3619.0900000;3619.0900000;361090516
IMOEX;1;27/04/21;154700;3619.3200000;3619.4800000;3618.7400000;3618.7500000;150028396
IMOEX;1;27/04/21;154800;3618.6900000;3618.9300000;3618.6400000;3618.6400000;58589833
IMOEX;1;27/04/21;154900;3618.6200000;3618.8600000;3618.2600000;3618.6600000;193509869
IMOEX;1;27/04/21;155000;3618.8500000;3618.8600000;3618.0400000;3618.1900000;102460940
IMOEX;1;27/04/21;155100;3618.0600000;3618.2100000;3617.4700000;3618.2100000;97737757
IMOEX;1;27/04/21;155200;3618.1600000;3618.7000000;3618.0000000;3618.2600000;109392907
IMOEX;1;27/04/21;155300;3618.2800000;3619.0800000;3618.2800000;3618.5100000;94340859
IMOEX;1;27/04/21;155400;3618.5000000;3619.8200000;3618.5000000;3619.4400000;77769142
IMOEX;1;27/04/21;155500;3619.3700000;3619.6600000;3619.3700000;3619.3700000;57525022
IMOEX;1;27/04/21;155600;3619.2100000;3619.2900000;3618.8100000;3618.8100000;47021975
IMOEX;1;27/04/21;155700;3618.8000000;3619.0400000;3618.3400000;3618.3400000;76684167
IMOEX;1;27/04/21;155800;3618.3300000;3618.8500000;3618.3300000;3618.7300000;51983769
IMOEX;1;27/04/21;155900;3618.2600000;3618.3500000;3617.7400000;3617.7400000;121688549
IMOEX;1;27/04/21;160000;3617.7500000;3617.8500000;3617.4300000;3617.7600000;96825943
IMOEX;1;27/04/21;160100;3617.5700000;3617.5700000;3616.4100000;3616.6300000;201619979
IMOEX;1;27/04/21;160200;3616.5300000;3617.4000000;3616.5300000;3617.3900000;64295688
IMOEX;1;27/04/21;160300;3617.4100000;3617.8700000;3617.0000000;3617.0000000;58376007
IMOEX;1;27/04/21;160400;3616.8100000;3616.8300000;3614.9600000;3615.1100000;353104870
IMOEX;1;27/04/21;160500;3614.7400000;3615.1600000;3614.3600000;3614.3600000;192028765
IMOEX;1;27/04/21;160600;3614.0500000;3614.7100000;3613.9000000;3614.6900000;258432535
IMOEX;1;27/04/21;160700;3614.6500000;3614.9300000;3614.5200000;3614.7500000;103472778
IMOEX;1;27/04/21;160800;3614.8900000;3614.8900000;3614.3900000;3614.6400000;129152009
IMOEX;1;27/04/21;160900;3614.3100000;3615.2100000;3614.3100000;3614.9400000;130857094
IMOEX;1;27/04/21;161000;3614.7900000;3615.0500000;3614.5700000;3615.0500000;60348325
IMOEX;1;27/04/21;161100;3614.9700000;3614.9700000;3613.9700000;3614.1600000;80950837
IMOEX;1;27/04/21;161200;3614.2200000;3614.2800000;3614.0200000;3614.2400000;144321964
IMOEX;1;27/04/21;161300;3614.1400000;3614.3300000;3612.9600000;3612.9600000;119026478
IMOEX;1;27/04/21;161400;3612.1400000;3613.3900000;3611.9900000;3613.0700000;215456735
IMOEX;1;27/04/21;161500;3612.7800000;3612.7800000;3609.2000000;3609.8900000;427891186
IMOEX;1;27/04/21;161600;3609.3300000;3609.3300000;3607.1100000;3607.1100000;496360610
IMOEX;1;27/04/21;161700;3607.6400000;3607.8100000;3605.6500000;3607.3300000;421204916
IMOEX;1;27/04/21;161800;3607.0100000;3607.2300000;3603.3100000;3604.3600000;401962570
IMOEX;1;27/04/21;161900;3604.6800000;3605.4700000;3604.4400000;3605.4700000;102970808
IMOEX;1;27/04/21;162000;3605.2500000;3606.0400000;3600.5500000;3601.1500000;642314905
IMOEX;1;27/04/21;162100;3601.8000000;3601.8000000;3596.2300000;3597.2800000;878057556
IMOEX;1;27/04/21;162200;3596.6800000;3597.0800000;3589.8100000;3589.8100000;1630153180
IMOEX;1;27/04/21;162300;3588.9000000;3593.9200000;3587.1300000;3593.9200000;882749310
IMOEX;1;27/04/21;162400;3593.8500000;3597.8300000;3593.8500000;3597.4400000;295718947
IMOEX;1;27/04/21;162500;3597.4000000;3600.3900000;3597.4000000;3600.3900000;249397071
IMOEX;1;27/04/21;162600;3600.0500000;3600.9200000;3598.7900000;3600.9200000;178355784
IMOEX;1;27/04/21;162700;3600.9900000;3602.6200000;3600.9900000;3602.4400000;218275319
IMOEX;1;27/04/21;162800;3601.9100000;3601.9100000;3599.8100000;3600.9200000;273600652
IMOEX;1;27/04/21;162900;3599.8400000;3601.2400000;3599.8400000;3600.9400000;216149250
IMOEX;1;27/04/21;163000;3600.8900000;3600.8900000;3598.3600000;3599.2800000;163440573
IMOEX;1;27/04/21;163100;3598.9500000;3599.8200000;3597.7800000;3599.8200000;178999843
IMOEX;1;27/04/21;163200;3599.2600000;3600.8300000;3599.2600000;3600.4600000;137227499
IMOEX;1;27/04/21;163300;3601.0300000;3601.0300000;3600.9900000;3600.9900000;154498344
IMOEX;1;27/04/21;163400;3603.1000000;3603.1000000;3603.0900000;3603.0900000;234976958
IMOEX;1;27/04/21;163500;3602.8100000;3602.8100000;3602.7900000;3602.7900000;118716499
IMOEX;1;27/04/21;163600;3602.6600000;3603.9000000;3602.6600000;3603.9000000;192138775
IMOEX;1;27/04/21;163700;3604.1600000;3605.2100000;3604.1600000;3605.2100000;189266775
IMOEX;1;27/04/21;163800;3604.4800000;3604.4800000;3604.1700000;3604.1700000;158847322
IMOEX;1;27/04/21;163900;3604.1900000;3604.1900000;3603.6400000;3603.6400000;69425288
IMOEX;1;27/04/21;164000;3604.1200000;3604.2800000;3604.1200000;3604.2800000;308853921
IMOEX;1;27/04/21;164100;3604.8000000;3604.8000000;3603.8100000;3603.8100000;123770340
IMOEX;1;27/04/21;164200;3603.4500000;3603.4500000;3603.2200000;3603.2200000;160278579
IMOEX;1;27/04/21;164300;3601.5400000;3601.5400000;3599.5500000;3599.5500000;245976023
IMOEX;1;27/04/21;164400;3600.6100000;3600.6100000;3600.1800000;3600.1800000;218422032
IMOEX;1;27/04/21;164500;3596.8000000;3597.2700000;3596.8000000;3597.2700000;224123034
IMOEX;1;27/04/21;164600;3596.5000000;3596.6900000;3596.5000000;3596.6900000;122046862
IMOEX;1;27/04/21;164700;3596.7500000;3598.2400000;3596.7500000;3598.2400000;169750377
IMOEX;1;27/04/21;164800;3598.8900000;3598.8900000;3598.1500000;3598.1500000;189741972
IMOEX;1;27/04/21;164900;3598.9800000;3599.2600000;3598.9800000;3599.2600000;177671611
IMOEX;1;27/04/21;165000;3598.8100000;3598.9100000;3598.8100000;3598.9100000;125625450
IMOEX;1;27/04/21;165100;3598.3300000;3598.5100000;3598.3300000;3598.5100000;218903681
IMOEX;1;27/04/21;165200;3599.4700000;3599.7100000;3599.4700000;3599.7100000;165303494
IMOEX;1;27/04/21;165300;3600.2300000;3600.2300000;3600.1100000;3600.1100000;90884945
IMOEX;1;27/04/21;165400;3600.3500000;3600.3500000;3599.5900000;3599.8500000;162766385
IMOEX;1;27/04/21;165500;3600.2300000;3601.2500000;3600.2300000;3601.1900000;123529363
IMOEX;1;27/04/21;165600;3600.5800000;3600.9700000;3600.5800000;3600.9700000;87774256
IMOEX;1;27/04/21;165700;3600.9100000;3600.9600000;3600.9100000;3600.9600000;122035507
IMOEX;1;27/04/21;165800;3599.0800000;3599.0800000;3597.3900000;3597.3900000;352939063
