<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
KMAZ;1;26/04/21;110600;70.0000000;70.0000000;69.9000000;70.0000000;40
KMAZ;1;26/04/21;110700;69.9000000;70.0000000;69.9000000;70.0000000;280
KMAZ;1;26/04/21;110800;69.9000000;70.0000000;69.9000000;70.0000000;30
KMAZ;1;26/04/21;110900;70.0000000;70.0000000;69.9000000;69.9000000;130
KMAZ;1;26/04/21;111000;69.9000000;70.0000000;69.9000000;70.0000000;470
KMAZ;1;26/04/21;111100;70.0000000;70.0000000;69.9000000;70.0000000;1280
KMAZ;1;26/04/21;111200;70.0000000;70.1000000;70.0000000;70.1000000;160
KMAZ;1;26/04/21;111300;70.0000000;70.0000000;69.9000000;69.9000000;100
KMAZ;1;26/04/21;111400;70.1000000;70.1000000;69.9000000;69.9000000;40
KMAZ;1;26/04/21;111500;69.9000000;70.1000000;69.8000000;69.8000000;1020
KMAZ;1;26/04/21;111600;69.8000000;69.9000000;69.8000000;69.9000000;80
KMAZ;1;26/04/21;111700;70.0000000;70.0000000;70.0000000;70.0000000;10
KMAZ;1;26/04/21;111800;69.9000000;69.9000000;69.8000000;69.8000000;290
KMAZ;1;26/04/21;111900;69.9000000;70.0000000;69.8000000;69.8000000;640
KMAZ;1;26/04/21;112000;70.0000000;70.0000000;69.8000000;69.8000000;210
KMAZ;1;26/04/21;112100;69.8000000;70.0000000;69.8000000;69.8000000;90
KMAZ;1;26/04/21;112200;69.8000000;70.0000000;69.8000000;70.0000000;760
KMAZ;1;26/04/21;112300;70.0000000;70.0000000;70.0000000;70.0000000;100
KMAZ;1;26/04/21;112400;70.0000000;70.0000000;69.8000000;69.8000000;480
KMAZ;1;26/04/21;112500;69.8000000;69.8000000;69.8000000;69.8000000;10
KMAZ;1;26/04/21;112600;69.8000000;70.0000000;69.8000000;70.0000000;30
KMAZ;1;26/04/21;112700;69.9000000;69.9000000;69.8000000;69.8000000;30
KMAZ;1;26/04/21;112800;69.8000000;70.0000000;69.8000000;70.0000000;350
KMAZ;1;26/04/21;112900;70.0000000;70.0000000;69.8000000;70.0000000;490
KMAZ;1;26/04/21;113000;70.0000000;70.0000000;70.0000000;70.0000000;70
KMAZ;1;26/04/21;113100;69.9000000;69.9000000;69.8000000;69.8000000;390
KMAZ;1;26/04/21;113200;69.9000000;69.9000000;69.9000000;69.9000000;20
KMAZ;1;26/04/21;113300;69.9000000;70.0000000;69.9000000;70.0000000;290
KMAZ;1;26/04/21;113400;69.8000000;69.9000000;69.8000000;69.9000000;20
KMAZ;1;26/04/21;113500;69.9000000;69.9000000;69.7000000;69.9000000;390
KMAZ;1;26/04/21;113600;69.7000000;69.7000000;69.7000000;69.7000000;10
KMAZ;1;26/04/21;113700;69.9000000;69.9000000;69.7000000;69.9000000;320
KMAZ;1;26/04/21;113800;69.8000000;70.0000000;69.8000000;70.0000000;320
KMAZ;1;26/04/21;113900;69.8000000;70.0000000;69.8000000;70.0000000;600
KMAZ;1;26/04/21;114000;69.8000000;69.8000000;69.8000000;69.8000000;10
KMAZ;1;26/04/21;114100;69.7000000;69.9000000;69.7000000;69.9000000;400
KMAZ;1;26/04/21;114200;69.9000000;69.9000000;69.9000000;69.9000000;50
KMAZ;1;26/04/21;114300;69.9000000;69.9000000;69.9000000;69.9000000;70
KMAZ;1;26/04/21;114400;69.7000000;70.0000000;69.7000000;70.0000000;220
KMAZ;1;26/04/21;114500;69.8000000;69.9000000;69.8000000;69.9000000;20
KMAZ;1;26/04/21;114600;69.8000000;69.8000000;69.8000000;69.8000000;20
KMAZ;1;26/04/21;114800;69.8000000;69.8000000;69.8000000;69.8000000;40
KMAZ;1;26/04/21;114900;69.8000000;70.1000000;69.7000000;70.1000000;5310
KMAZ;1;26/04/21;115000;69.9000000;70.1000000;69.9000000;70.1000000;150
KMAZ;1;26/04/21;115100;70.1000000;70.2000000;70.1000000;70.2000000;110
KMAZ;1;26/04/21;115200;70.1000000;70.2000000;70.0000000;70.2000000;110
KMAZ;1;26/04/21;115300;70.0000000;70.2000000;70.0000000;70.0000000;570
KMAZ;1;26/04/21;115400;70.2000000;70.3000000;70.1000000;70.3000000;740
KMAZ;1;26/04/21;115500;70.1000000;70.3000000;70.1000000;70.3000000;70
KMAZ;1;26/04/21;115600;70.1000000;70.1000000;70.1000000;70.1000000;200
KMAZ;1;26/04/21;115700;70.1000000;70.3000000;70.1000000;70.1000000;130
KMAZ;1;26/04/21;115800;70.3000000;70.3000000;70.1000000;70.3000000;40
KMAZ;1;26/04/21;115900;70.1000000;70.1000000;70.1000000;70.1000000;10
KMAZ;1;26/04/21;120000;70.1000000;70.3000000;70.1000000;70.1000000;40
KMAZ;1;26/04/21;120100;70.1000000;70.3000000;70.1000000;70.1000000;240
KMAZ;1;26/04/21;120200;70.3000000;70.3000000;70.1000000;70.1000000;60
KMAZ;1;26/04/21;120300;70.3000000;70.3000000;70.1000000;70.2000000;290
