<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
NLMK;1;27/04/21;202700;271.5600000
NLMK;1;27/04/21;202800;271.7600000
NLMK;1;27/04/21;202900;271.7400000
NLMK;1;27/04/21;203000;271.5200000
NLMK;1;27/04/21;203100;271.5800000
NLMK;1;27/04/21;203200;271.6000000
NLMK;1;27/04/21;203300;271.8000000
NLMK;1;27/04/21;203400;271.7800000
NLMK;1;27/04/21;203500;271.6800000
NLMK;1;27/04/21;203600;271.5400000
NLMK;1;27/04/21;203700;271.6600000
NLMK;1;27/04/21;203800;271.7200000
NLMK;1;27/04/21;203900;271.7200000
NLMK;1;27/04/21;204000;271.6400000
NLMK;1;27/04/21;204100;271.8200000
NLMK;1;27/04/21;204200;271.8400000
NLMK;1;27/04/21;204300;271.8200000
NLMK;1;27/04/21;204400;271.7000000
