Date;Open;ClosingPrice;DailyHigh;DailyLow;VolumePcs
30.06.2020;;81,14375;81,41875;80,37500
29.06.2020;;80,53125;80,60000;79,81250
26.06.2020;;78,81250;80,15625;78,63750
25.06.2020;;81,28125;81,31250;80,24375
24.06.2020;;80,03125;80,64375;79,80625
23.06.2020;;81,08750;82,00625;80,95000
22.06.2020;;79,70625;79,81875;79,15000
19.06.2020;;78,09375;78,28125;77,35000
18.06.2020;;78,46250;78,65625;77,90000
17.06.2020;;78,13125;79,03750;78,13125
16.06.2020;;78,11250;78,11250;77,85000
15.06.2020;;75,63750;75,81875;75,19375
12.06.2020;;75,23750;75,65000;74,79375
11.06.2020;;75,01250;75,81250;74,97500
10.06.2020;;77,42500;77,50000;77,33750
09.06.2020;;75,81250
08.06.2020;;73,65625;73,66250;73,49375
05.06.2020;;73,25625;73,28125;73,05625
04.06.2020;;71,11875;71,38125;70,67500
03.06.2020;;72,17500;72,25625;72,14375
02.06.2020;;72,22500;72,22500;71,90625
29.05.2020;;71,74375;72,13125;71,71875
28.05.2020;;71,85000;72,94375;71,73750
27.05.2020;;72,31250;72,37500;71,51875
26.05.2020;;72,10000
25.05.2020;;73,93750;73,95625;73,90000
22.05.2020;;73,03750;73,06875;72,89375
21.05.2020;;72,50000;72,68125;72,46250
20.05.2020;;72,56875;72,57500;72,40625
19.05.2020;;71,60000
18.05.2020;;72,15000;72,33125;72,11250
15.05.2020;;70,88750;70,91875;70,00625
14.05.2020;;71,33125;71,33125;70,91875
13.05.2020;;70,76250;70,84375;70,26250
12.05.2020;;71,75000
11.05.2020;;72,81875;73,31875;72,73125
08.05.2020;;71,50625;71,58125;70,65625
07.05.2020;;70,11875;70,35625;69,85000
06.05.2020;;69,62500;70,06250;69,60000
05.05.2020;;68,60000;69,38125;68,48125
04.05.2020;;67,30625;67,37500;66,49375
30.04.2020;;67,06875;67,18750;66,31250
29.04.2020;;66,12500;66,50625;65,83125
28.04.2020;;64,29375;65,08125;64,20625
27.04.2020;;65,37500;65,43750;64,85625
24.04.2020;;65,41250;65,44375;64,96875
23.04.2020;;63,75000;64,49375;63,74375
22.04.2020;;63,80000;64,17500;63,60625
20.04.2020;;63,75000;64,46875;63,75000
16.04.2020;;66,10625;66,20000;66,00625
15.04.2020;;65,20000;65,54375;65,03125
14.04.2020;;65,29375;65,62500;65,03750
09.04.2020;;61,24375;61,50625;60,70625
08.04.2020;;61,27500;61,56875;61,08750
07.04.2020;;59,46250;60,60625;59,38125
06.04.2020;;60,75625;60,84375;60,58125
03.04.2020;;55,80625;55,86875;55,63125
02.04.2020;;56,44375;56,44375;54,71250
01.04.2020;;54,96250;55,80625;54,58125
31.03.2020;;57,62500;58,38750;57,25000
30.03.2020;;57,62500;57,82500;56,97500
27.03.2020;;55,57500;55,90625;55,46250
26.03.2020;;58,16250;58,50000;56,75625
25.03.2020;;56,57500;59,13750;56,10625
24.03.2020;;57,00000;57,36250;56,40625
23.03.2020;;52,11250;52,83750;50,51250
20.03.2020;;53,58750;57,05625;53,38750
19.03.2020;;57,20000;57,97500;56,90000
18.03.2020;;56,58750;57,33125;55,63750
17.03.2020;;56,76250;57,84375;56,72500
16.03.2020;;54,83750;57,07500;53,60000
13.03.2020;;61,66250;61,86250;61,65000
12.03.2020;;54,50000;57,61250;54,48750
11.03.2020;;61,20000;61,68750;60,34375
10.03.2020;;63,20000;63,21875;61,41875
06.03.2020;;63,88125;64,31875;62,20625
05.03.2020;;65,23750;66,04375;64,90000
04.03.2020;;67,98125;68,02500;66,87500
03.03.2020;;64,68125;65,43125;64,38750
02.03.2020;;67,08125;67,10000;64,23125
28.02.2020;;62,03125;62,18125;59,89375
27.02.2020;;62,09375;64,47500;62,08125
26.02.2020;;67,21875;67,52500;66,41875
25.02.2020;;66,17500;67,21875;65,73750
24.02.2020;;68,68750;69,31875;68,66875
21.02.2020;;72,13125;72,25625;71,50000
20.02.2020;;74,21250;74,39375;73,87500
19.02.2020;;74,84375;75,16875;74,69375
18.02.2020;;73,87500;74,05000;73,46250
17.02.2020;;75,11875;75,11875;75,11250
14.02.2020;;74,95625;74,97500;74,79375
13.02.2020;;74,91875;75,20625;74,80625
12.02.2020;;75,22500;75,22500;74,65000
11.02.2020;;73,17500;73,95000;72,96250
10.02.2020;;73,65625;73,66250;73,07500
07.02.2020;;73,08750;73,08750;72,96875
06.02.2020;;74,05625;74,06250;73,75000
05.02.2020;;73,10625;73,30000;72,71875
04.02.2020;;72,16875;72,37500;71,86250
03.02.2020;;69,78750;69,92500;69,30000
31.01.2020;;69,73750;70,77500;69,48750
30.01.2020;;73,39375;73,40625;72,33750
29.01.2020;;73,67500;74,51250;73,62500
28.01.2020;;72,06875;72,25000;71,76250
27.01.2020;;70,10625;70,65000;69,96250
24.01.2020;;72,16250;72,64375;71,98750
23.01.2020;;72,18750;72,26250;72,03750
22.01.2020;;71,63750;72,13750;71,57500
21.01.2020;;71,38750;71,73125;71,27500
17.01.2020;;71,79375;71,84375;71,31250
16.01.2020;;70,78125;70,78750;70,38750
15.01.2020;;69,82500;70,45000;69,40625
14.01.2020;;70,23750;70,70000;70,10000
13.01.2020;;71,13750;71,16875;70,31250
10.01.2020;;69,77500;69,91250;69,51875
09.01.2020;;69,71250;69,73750;69,38125
08.01.2020;;68,20625;68,50625;67,98750
07.01.2020;;66,93125;67,32500;66,84375
06.01.2020;;66,95000;67,00625;66,78750
03.01.2020;;66,61250;67,26250;66,61250
02.01.2020;;67,28750;67,28750;66,71250
