Date;Open;ClosingPrice;DailyHigh;DailyLow;VolumePcs
06.11.2020;;99,91500;100,27000;99,42500
05.11.2020;;100,60000;100,86000;100,13000
04.11.2020;;98,09500;98,51500;97,69500
03.11.2020;;94,35500;95,24000;93,81500
02.11.2020;;93,39500;93,45000;92,34000
30.10.2020;;93,69000;93,82500;93,27000
29.10.2020;;94,19000;95,52000;94,16000
28.10.2020;;95,09000;95,19500;94,63000
27.10.2020;;98,38000;99,01500;98,23000
26.10.2020;;97,45000;97,60000;97,32500
23.10.2020;;96,96500;97,03000;96,47500
22.10.2020;;97,96500;98,43500;97,57000
21.10.2020;;98,54500;99,51000;98,52000
20.10.2020;;99,36500;99,77500;99,31500
19.10.2020;;98,57500;100,25000;98,29500
16.10.2020;;101,59000;102,81000;101,45000
15.10.2020;;103,15000;103,15000;103,03000
14.10.2020;;103,11000;103,79000;102,51000
13.10.2020;;103,05000;104,00000;103,01000
12.10.2020;;105,26000;106,00000;104,67000
09.10.2020;;98,91500;98,93000;98,11500
08.10.2020;;97,77500;97,91500;97,46500
07.10.2020;;97,78000;98,11000;97,62000
06.10.2020;;96,29000;98,39500;95,61000
05.10.2020;;98,90500;98,98000;97,81000
02.10.2020;;96,50000;97,26000;96,49000
01.10.2020;;99,40500;99,58500;98,76000
30.09.2020;;98,65000;99,14000;98,65000
29.09.2020;;97,19500;97,69000;96,98500
28.09.2020;;98,53500;98,54500;97,85500
25.09.2020;;96,57000;96,71000;95,61000
24.09.2020;;92,69000;93,94500;92,19000
23.09.2020;;91,92000;92,81000;91,59000
22.09.2020;;95,42500;96,03000;94,31500
21.09.2020;;93,60000;93,66500;90,57500
18.09.2020;;90,05000;90,57500;89,98000
17.09.2020;;93,10500;93,40000;92,03000
16.09.2020;;95,05500;96,87500;94,99000
15.09.2020;;97,52500;98,69500;95,89500
14.09.2020;;97,24500;97,48500;97,11000
11.09.2020;;94,58000;95,03500;93,58500
10.09.2020;;96,00000;97,71000;95,18500
09.09.2020;;99,29500;99,76000;99,27000
08.09.2020;;95,81000;97,39000;95,67500
04.09.2020;;102,09000;102,46000;102,09000
03.09.2020;;101,84000;102,07000;101,79000
02.09.2020;;110,82000;111,27000;110,20000
01.09.2020;;112,74000;113,04000;112,13000
31.08.2020;;107,98000;109,56000;107,98000
28.08.2020;;104,93125;105,24375;104,83750
27.08.2020;;105,79375;106,44375;105,42500
26.08.2020;;106,97500;107,00000;106,13125
25.08.2020;;105,51250;105,70000;105,28125
24.08.2020;;106,80625;107,44375;105,75000
21.08.2020;;105,45625;105,90625;103,86250
20.08.2020;;99,66875;99,82500;98,81875
19.08.2020;;97,65625;98,50625;97,63750
18.08.2020;;96,83125;97,24375;96,63750
17.08.2020;;96,55625;97,11250;96,41875
14.08.2020;;97,10000;97,16250;96,27500
13.08.2020;;97,40000;97,86250;96,78750
12.08.2020;;95,92500;96,03750;95,50625
11.08.2020;;93,28750;94,52500;93,00625
10.08.2020;;96,00625;96,47500;95,65625
07.08.2020;;94,25000;94,77500;93,61250
06.08.2020;;95,95000;96,33125;94,81875
05.08.2020;;92,83125;92,84375;91,99375
04.08.2020;;92,92500;93,51875;92,51250
03.08.2020;;92,59375;93,45000;92,46875
31.07.2020;;90,28125;90,35625;87,28750
30.07.2020;;81,26250;81,28750;80,60000
29.07.2020;;80,72500;80,76875;79,81875
28.07.2020;;79,59375;80,42500;79,59375
27.07.2020;;80,70625;80,81250;80,13125
24.07.2020;;79,60000;79,86250;78,53750
23.07.2020;;80,09375;80,36875;79,29375
22.07.2020;;83,98750;84,15000;83,50625
21.07.2020;;84,20000;85,11250;84,00000
20.07.2020;;85,93125;86,02500;85,27500
17.07.2020;;84,15625;84,52500;84,15000
16.07.2020;;84,81875;85,08750;84,10000
15.07.2020;;85,64375;85,87500;85,04375
14.07.2020;;85,23125;85,37500;83,91875
13.07.2020;;84,22500;86,96875;84,00000
10.07.2020;;84,86250;84,92500;84,17500
09.07.2020;;84,79375;84,99375;84,14375
08.07.2020;;84,11875;84,15000;83,36875
07.07.2020;;82,73125;83,01250;82,56250
06.07.2020;;82,61875;82,77500;82,18750
03.07.2020;;81,15625;81,15625;81,14375
02.07.2020;;80,98750;81,76250;80,94375
01.07.2020;;80,89375;81,47500;80,85625
